Product_ID,Product_Name,Size,Packaging_Quantity,Purchase_Price,GST_Percentage,Landed_Cost,Selling_Price,Customer_ID,Customer_Type,City,State,Order_ID,Order_Date,Sales_Channel,Quantity_Sold,Current_Stock,Restock_Priority,Delivery_Status
P006,Catering Box,375ML,500,1.72,18,2.03,2.78,C001,New,Pune,Maharashtra,O00540,16-07-2025,Direct,1361,320,1,In Transit
P008,Square Box,1000ML,500,2.84,18,3.35,4.25,C079,New,Delhi,Delhi,O00541,25-10-2025,Distributor,1109,3748,5,In Transit
P007,Sauce Box,1000ML,500,2.81,18,3.32,4.68,C109,Returning,Indore,Madhya Pradesh,O00542,03-02-2025,Distributor,1719,2520,2,In Transit
P003,Food Container,500ML,1000,2.3,18,2.71,3.44,C130,New,Delhi,Delhi,O00543,25-08-2025,Direct,1357,2186,4,Delayed
P009,Round Container,250ML,1000,1.59,18,1.88,2.37,C014,Returning,Bangalore,Karnataka,O00544,29-10-2025,Distributor,262,106,6,On Time
P004,Meal Box,1000ML,1500,2.78,18,3.28,4.72,C182,Returning,Pune,Maharashtra,O00545,17-03-2025,Distributor,1992,4100,1,In Transit
P004,Meal Box,250ML,1500,1.42,18,1.68,2.21,C047,Returning,Pune,Maharashtra,O00546,19-11-2025,Distributor,1303,4049,6,In Transit
P001,Hinged Box,750ML,1500,2.88,18,3.4,4.2,C011,New,Mumbai,Maharashtra,O00547,14-10-2025,Direct,1479,4481,6,On Time
P002,Hinged Box HL,500ML,1000,1.86,18,2.19,3.14,C066,Returning,Bangalore,Karnataka,O00548,21-12-2025,Direct,1719,4759,1,Delayed
P008,Square Box,750ML,500,2.54,18,3,3.79,C149,New,Aurangabad,Maharashtra,O00549,01-06-2025,Direct,1468,4470,3,In Transit
P009,Round Container,500ML,1500,2.08,18,2.45,3,C081,Returning,Indore,Madhya Pradesh,O00550,26-09-2025,Distributor,786,1603,6,In Transit
P007,Sauce Box,500ML,1500,2.05,18,2.42,3.52,C089,New,Bangalore,Karnataka,O00551,17-04-2025,Direct,1596,1883,6,Delayed
P009,Round Container,500ML,2000,1.89,18,2.23,3.28,C075,Returning,Pune,Maharashtra,O00552,14-03-2025,Distributor,1775,3674,5,On Time
P003,Food Container,1000ML,2000,2.95,18,3.48,4.44,C168,New,Pune,Maharashtra,O00553,20-06-2025,Direct,1204,1835,6,In Transit
P007,Sauce Box,375ML,2000,1.69,18,1.99,2.62,C126,Returning,Nagpur,Maharashtra,O00554,02-12-2025,Distributor,1867,4822,5,On Time
P002,Hinged Box HL,375ML,2000,1.96,18,2.31,2.81,C071,Returning,Ahmedabad,Gujarat,O00555,07-02-2025,Direct,1186,146,5,Delayed
P010,Takeaway Box,1000ML,500,3.29,18,3.88,4.76,C089,Returning,Bangalore,Karnataka,O00556,25-10-2025,Direct,1126,3372,5,On Time
P003,Food Container,250ML,1000,1.37,18,1.62,2.42,C009,New,Delhi,Delhi,O00557,28-05-2025,Distributor,781,3140,1,In Transit
P002,Hinged Box HL,750ML,2000,2.44,18,2.88,4.11,C081,Returning,Nagpur,Maharashtra,O00558,09-06-2025,Distributor,59,2793,1,On Time
P009,Round Container,250ML,500,1.66,18,1.96,2.52,C059,Returning,Ahmedabad,Gujarat,O00559,22-01-2025,Distributor,632,1557,1,In Transit
P002,Hinged Box HL,500ML,1500,2.12,18,2.5,3.18,C048,New,Nagpur,Maharashtra,O00560,17-04-2025,Distributor,745,1288,6,In Transit
P001,Hinged Box,750ML,1000,2.6,18,3.07,4.16,C173,New,Hyderabad,Telangana,O00561,06-09-2025,Direct,442,2155,6,Delayed
P003,Food Container,250ML,500,1.59,18,1.88,2.32,C079,New,Nagpur,Maharashtra,O00562,07-01-2025,Direct,1872,1230,3,Delayed
P010,Takeaway Box,375ML,2000,1.63,18,1.92,2.61,C143,New,Delhi,Delhi,O00563,02-01-2025,Direct,641,1998,3,On Time
P005,Storage Box,1000ML,1500,2.92,18,3.45,4.72,C006,Returning,Nagpur,Maharashtra,O00564,21-02-2025,Direct,1224,2623,1,On Time
P009,Round Container,1000ML,500,3.13,18,3.69,4.73,C146,New,Delhi,Delhi,O00565,08-01-2025,Distributor,1919,3768,2,Delayed
P002,Hinged Box HL,375ML,1500,1.67,18,1.97,2.68,C071,New,Nashik,Maharashtra,O00566,07-04-2025,Direct,1289,2292,4,On Time
P004,Meal Box,1000ML,1000,2.47,18,2.91,4.42,C123,Returning,Pune,Maharashtra,O00567,11-05-2025,Distributor,1142,921,2,On Time
P008,Square Box,500ML,1000,1.94,18,2.29,3.17,C092,Returning,Bangalore,Karnataka,O00568,02-11-2025,Direct,924,2343,3,Delayed
P006,Catering Box,1000ML,1000,2.7,18,3.19,4.64,C016,New,Bangalore,Karnataka,O00569,04-07-2025,Direct,399,1204,6,In Transit
P002,Hinged Box HL,1000ML,1000,3.16,18,3.73,4.53,C159,Returning,Nagpur,Maharashtra,O00570,29-12-2025,Distributor,764,1528,3,On Time
P002,Hinged Box HL,500ML,500,2.44,18,2.88,3.58,C045,Returning,Indore,Madhya Pradesh,O00571,14-11-2025,Distributor,1667,2231,6,On Time
P008,Square Box,750ML,2000,2.02,18,2.38,3.66,C120,Returning,Delhi,Delhi,O00572,23-04-2025,Distributor,1193,4418,1,On Time
P001,Hinged Box,375ML,1000,1.79,18,2.11,2.98,C089,Returning,Ahmedabad,Gujarat,O00573,02-06-2025,Distributor,1268,4871,6,In Transit
P001,Hinged Box,750ML,1000,2.68,18,3.16,3.84,C119,New,Aurangabad,Maharashtra,O00574,02-02-2025,Direct,1146,1195,5,Delayed
P003,Food Container,375ML,2000,1.87,18,2.21,2.99,C018,Returning,Delhi,Delhi,O00575,27-03-2025,Distributor,75,3849,4,In Transit
P002,Hinged Box HL,375ML,1500,1.76,18,2.08,2.77,C158,Returning,Indore,Madhya Pradesh,O00576,28-04-2025,Distributor,170,4236,1,Delayed
P005,Storage Box,375ML,2000,1.79,18,2.11,2.84,C058,New,Ahmedabad,Gujarat,O00577,16-07-2025,Direct,239,357,4,On Time
P007,Sauce Box,375ML,2000,1.67,18,1.97,2.92,C058,Returning,Nashik,Maharashtra,O00578,25-08-2025,Distributor,1121,2135,6,In Transit
P009,Round Container,375ML,500,1.65,18,1.95,2.98,C065,New,Nagpur,Maharashtra,O00579,30-04-2025,Distributor,1534,2904,5,In Transit
P007,Sauce Box,500ML,1000,2.4,18,2.83,3.43,C010,Returning,Mumbai,Maharashtra,O00580,29-12-2025,Direct,539,2080,1,Delayed
P008,Square Box,250ML,1000,1.38,18,1.63,2.35,C164,Returning,Mumbai,Maharashtra,O00581,28-04-2025,Direct,537,3698,1,In Transit
P008,Square Box,1000ML,500,2.47,18,2.91,4.41,C194,New,Bangalore,Karnataka,O00582,03-08-2025,Direct,1824,1001,4,On Time
P002,Hinged Box HL,750ML,1000,2.52,18,2.97,3.94,C094,Returning,Mumbai,Maharashtra,O00583,18-04-2025,Direct,115,482,4,Delayed
P010,Takeaway Box,1000ML,500,3.31,18,3.91,4.81,C147,Returning,Indore,Madhya Pradesh,O00584,12-12-2025,Distributor,1973,1187,3,Delayed
P010,Takeaway Box,250ML,2000,1.71,18,2.02,2.58,C142,New,Nagpur,Maharashtra,O00585,15-11-2025,Distributor,1326,3266,6,Delayed
P001,Hinged Box,1000ML,500,3.03,18,3.58,4.62,C107,New,Nashik,Maharashtra,O00586,07-05-2025,Distributor,274,1364,5,In Transit
P006,Catering Box,500ML,500,2.14,18,2.53,3.54,C064,New,Delhi,Delhi,O00587,24-08-2025,Direct,426,4944,6,On Time
P008,Square Box,1000ML,1000,3.1,18,3.66,4.55,C005,New,Nashik,Maharashtra,O00588,06-11-2025,Direct,1961,3837,2,Delayed
P010,Takeaway Box,250ML,2000,1.5,18,1.77,2.26,C133,New,Hyderabad,Telangana,O00589,28-01-2025,Direct,1096,4738,4,In Transit
P003,Food Container,250ML,500,1.56,18,1.84,2.49,C010,Returning,Ahmedabad,Gujarat,O00590,14-02-2025,Distributor,1770,4277,2,In Transit
P001,Hinged Box,250ML,2000,1.67,18,1.97,2.49,C126,New,Indore,Madhya Pradesh,O00591,07-07-2025,Distributor,272,388,4,On Time
P010,Takeaway Box,750ML,1000,2.28,18,2.69,3.67,C193,Returning,Ahmedabad,Gujarat,O00592,10-10-2025,Distributor,663,3307,4,In Transit
P007,Sauce Box,750ML,1000,2.19,18,2.58,3.6,C088,Returning,Pune,Maharashtra,O00593,20-04-2025,Direct,419,3170,6,In Transit
P002,Hinged Box HL,375ML,2000,1.67,18,1.97,2.9,C178,New,Hyderabad,Telangana,O00594,09-01-2025,Direct,1066,3085,1,In Transit
P002,Hinged Box HL,750ML,500,2.66,18,3.14,3.9,C038,Returning,Ahmedabad,Gujarat,O00595,21-01-2025,Distributor,406,2596,4,Delayed
P005,Storage Box,250ML,2000,1.27,18,1.5,2.25,C192,New,Nagpur,Maharashtra,O00596,14-12-2025,Distributor,1314,2418,1,In Transit
P007,Sauce Box,250ML,1500,1.74,18,2.05,2.5,C046,Returning,Pune,Maharashtra,O00597,15-02-2025,Direct,890,2749,4,In Transit
P008,Square Box,750ML,1000,2.72,18,3.21,4.17,C192,Returning,Delhi,Delhi,O00598,03-01-2025,Distributor,1967,4922,1,Delayed
P007,Sauce Box,750ML,500,2.32,18,2.74,4.02,C133,New,Hyderabad,Telangana,O00599,24-01-2025,Direct,65,780,4,On Time
P008,Square Box,500ML,2000,2.01,18,2.37,3.15,C053,Returning,Ahmedabad,Gujarat,O00600,14-03-2025,Distributor,1777,3521,6,Delayed
P005,Storage Box,375ML,2000,1.77,18,2.09,2.9,C136,Returning,Ahmedabad,Gujarat,O00601,01-09-2025,Distributor,1585,70,2,In Transit
P010,Takeaway Box,250ML,500,1.66,18,1.96,2.48,C155,New,Ahmedabad,Gujarat,O00602,21-09-2025,Distributor,489,4327,6,Delayed
P007,Sauce Box,250ML,500,1.54,18,1.82,2.21,C139,Returning,Nashik,Maharashtra,O00603,26-04-2025,Direct,1447,4172,6,Delayed
P008,Square Box,500ML,2000,2.05,18,2.42,3.17,C194,New,Ahmedabad,Gujarat,O00604,28-12-2025,Direct,1992,2151,4,On Time
P008,Square Box,750ML,500,2.55,18,3.01,3.8,C007,Returning,Indore,Madhya Pradesh,O00605,12-01-2025,Direct,231,3325,2,On Time
P007,Sauce Box,375ML,1000,1.85,18,2.18,2.94,C102,New,Delhi,Delhi,O00606,24-05-2025,Distributor,1638,4413,2,In Transit
P004,Meal Box,750ML,1500,2.11,18,2.49,3.7,C090,New,Mumbai,Maharashtra,O00607,31-05-2025,Direct,1959,2241,4,In Transit
P009,Round Container,750ML,1000,2.52,18,2.97,3.74,C071,New,Ahmedabad,Gujarat,O00608,24-03-2025,Direct,1754,3948,6,On Time
P009,Round Container,1000ML,500,2.96,18,3.49,5,C182,New,Nashik,Maharashtra,O00609,19-12-2025,Direct,755,3133,6,Delayed
P008,Square Box,750ML,500,2.66,18,3.14,4.11,C119,New,Ahmedabad,Gujarat,O00610,26-03-2025,Distributor,1200,1761,5,In Transit
P007,Sauce Box,1000ML,2000,3.27,18,3.86,4.68,C124,Returning,Nashik,Maharashtra,O00611,12-08-2025,Direct,1188,1427,5,On Time
P006,Catering Box,250ML,1000,1.5,18,1.77,2.25,C047,New,Mumbai,Maharashtra,O00612,03-07-2025,Distributor,1026,2477,2,On Time
P008,Square Box,375ML,1000,1.62,18,1.91,2.8,C100,Returning,Mumbai,Maharashtra,O00613,21-05-2025,Direct,640,464,1,Delayed
P003,Food Container,750ML,500,2.19,18,2.58,3.83,C062,Returning,Aurangabad,Maharashtra,O00614,13-07-2025,Distributor,142,2495,4,Delayed
P008,Square Box,250ML,500,1.53,18,1.81,2.24,C115,New,Aurangabad,Maharashtra,O00615,08-12-2025,Distributor,949,2751,1,In Transit
P009,Round Container,1000ML,1000,2.8,18,3.3,4.74,C052,New,Nagpur,Maharashtra,O00616,19-08-2025,Distributor,369,1996,1,On Time
P007,Sauce Box,250ML,1000,1.49,18,1.76,2.42,C131,New,Indore,Madhya Pradesh,O00617,07-05-2025,Direct,1445,4532,1,In Transit
P002,Hinged Box HL,250ML,500,1.79,18,2.11,2.56,C001,New,Nashik,Maharashtra,O00618,04-02-2025,Direct,1434,4394,4,Delayed
P006,Catering Box,250ML,500,1.68,18,1.98,2.56,C059,New,Hyderabad,Telangana,O00619,28-03-2025,Distributor,234,412,4,On Time
P004,Meal Box,750ML,1500,2.71,18,3.2,4.12,C113,New,Ahmedabad,Gujarat,O00620,04-02-2025,Distributor,1285,4782,3,On Time
P009,Round Container,250ML,1500,1.53,18,1.81,2.56,C011,Returning,Hyderabad,Telangana,O00621,02-01-2025,Direct,530,2719,5,Delayed
P007,Sauce Box,1000ML,1000,2.45,18,2.89,4.34,C165,Returning,Pune,Maharashtra,O00622,12-05-2025,Distributor,1425,29,5,Delayed
P001,Hinged Box,1000ML,1000,2.65,18,3.13,4.42,C177,Returning,Nashik,Maharashtra,O00623,18-07-2025,Direct,498,3866,5,In Transit
P002,Hinged Box HL,750ML,2000,2.65,18,3.13,3.87,C029,Returning,Pune,Maharashtra,O00624,11-11-2025,Direct,1842,334,1,Delayed
P009,Round Container,1000ML,2000,2.62,18,3.09,4.34,C087,New,Ahmedabad,Gujarat,O00625,21-03-2025,Direct,1565,2661,4,In Transit
P006,Catering Box,1000ML,1000,3.13,18,3.69,4.97,C141,New,Aurangabad,Maharashtra,O00626,18-09-2025,Direct,660,4569,2,In Transit
P003,Food Container,375ML,500,1.69,18,1.99,2.64,C124,Returning,Ahmedabad,Gujarat,O00627,02-06-2025,Distributor,1382,255,5,In Transit
P005,Storage Box,250ML,500,1.74,18,2.05,2.49,C148,New,Mumbai,Maharashtra,O00628,18-02-2025,Distributor,1184,911,5,On Time
P005,Storage Box,750ML,1000,2.52,18,2.97,3.97,C155,Returning,Indore,Madhya Pradesh,O00629,29-03-2025,Distributor,474,1014,5,On Time
P007,Sauce Box,750ML,2000,2.44,18,2.88,3.94,C185,Returning,Ahmedabad,Gujarat,O00630,26-08-2025,Distributor,1475,2731,3,On Time
P008,Square Box,375ML,1500,1.94,18,2.29,2.8,C140,New,Aurangabad,Maharashtra,O00631,17-02-2025,Direct,1113,271,1,Delayed
P005,Storage Box,500ML,2000,2.45,18,2.89,3.57,C074,Returning,Pune,Maharashtra,O00632,29-07-2025,Direct,282,3678,4,In Transit
P003,Food Container,375ML,1500,1.83,18,2.16,2.81,C139,Returning,Aurangabad,Maharashtra,O00633,08-08-2025,Distributor,1705,859,6,In Transit
P006,Catering Box,750ML,1500,2.09,18,2.47,3.67,C034,New,Mumbai,Maharashtra,O00634,20-10-2025,Direct,514,3615,6,Delayed
P009,Round Container,500ML,1000,1.89,18,2.23,3.02,C178,New,Ahmedabad,Gujarat,O00635,20-07-2025,Distributor,551,2088,4,Delayed
P002,Hinged Box HL,500ML,1500,2.06,18,2.43,3.33,C088,New,Indore,Madhya Pradesh,O00636,02-12-2025,Direct,442,961,3,On Time
P002,Hinged Box HL,250ML,1000,1.66,18,1.96,2.38,C067,New,Mumbai,Maharashtra,O00637,13-10-2025,Direct,1462,2703,6,On Time
P001,Hinged Box,750ML,2000,2.3,18,2.71,3.7,C073,Returning,Nagpur,Maharashtra,O00638,20-02-2025,Direct,200,378,3,Delayed
P002,Hinged Box HL,750ML,1500,2.57,18,3.03,3.79,C031,Returning,Bangalore,Karnataka,O00639,28-02-2025,Direct,1122,4640,6,Delayed
P001,Hinged Box,250ML,1000,1.32,18,1.56,2.27,C111,Returning,Nagpur,Maharashtra,O00640,19-07-2025,Distributor,893,4212,3,In Transit
P003,Food Container,250ML,2000,1.31,18,1.55,2.35,C042,New,Hyderabad,Telangana,O00641,15-02-2025,Distributor,939,3577,6,In Transit
P004,Meal Box,250ML,1000,1.39,18,1.64,2.5,C186,New,Mumbai,Maharashtra,O00642,22-12-2025,Distributor,892,3779,2,On Time
P001,Hinged Box,1000ML,1000,2.69,18,3.17,4.48,C133,Returning,Indore,Madhya Pradesh,O00643,19-02-2025,Direct,1010,2478,5,In Transit
P001,Hinged Box,500ML,2000,2.23,18,2.63,3.26,C034,Returning,Nagpur,Maharashtra,O00644,19-05-2025,Distributor,1005,2086,5,Delayed
P008,Square Box,1000ML,1000,2.65,18,3.13,4.76,C079,New,Bangalore,Karnataka,O00645,01-06-2025,Direct,706,1103,1,On Time
P005,Storage Box,250ML,2000,1.47,18,1.73,2.41,C058,Returning,Delhi,Delhi,O00646,06-02-2025,Distributor,1357,1892,4,In Transit
P009,Round Container,750ML,1500,2.28,18,2.69,4.09,C021,Returning,Hyderabad,Telangana,O00647,05-09-2025,Distributor,235,3870,5,Delayed
P006,Catering Box,750ML,1500,2.29,18,2.7,3.62,C122,Returning,Delhi,Delhi,O00648,07-08-2025,Direct,472,2342,2,In Transit
P006,Catering Box,375ML,1000,1.85,18,2.18,2.71,C190,New,Aurangabad,Maharashtra,O00649,20-07-2025,Direct,129,2776,4,On Time
P009,Round Container,750ML,1000,2.5,18,2.95,4.1,C180,Returning,Aurangabad,Maharashtra,O00650,07-10-2025,Distributor,905,4395,3,In Transit
P005,Storage Box,750ML,1000,2.37,18,2.8,3.68,C045,New,Mumbai,Maharashtra,O00651,04-10-2025,Direct,814,2269,5,Delayed
P009,Round Container,1000ML,1000,2.63,18,3.1,4.73,C116,New,Indore,Madhya Pradesh,O00652,29-08-2025,Distributor,1583,1620,3,In Transit
P009,Round Container,375ML,1500,1.62,18,1.91,2.69,C118,New,Nashik,Maharashtra,O00653,24-08-2025,Distributor,1194,4201,5,Delayed
P002,Hinged Box HL,750ML,1000,2.55,18,3.01,3.93,C091,New,Pune,Maharashtra,O00654,03-12-2025,Direct,1447,1482,6,Delayed
P001,Hinged Box,750ML,500,2.69,18,3.17,4.01,C036,New,Mumbai,Maharashtra,O00655,11-07-2025,Direct,1839,3400,2,On Time
P006,Catering Box,500ML,2000,2.28,18,2.69,3.26,C142,Returning,Delhi,Delhi,O00656,02-09-2025,Distributor,1592,1710,5,In Transit
P004,Meal Box,500ML,500,2.05,18,2.42,3.14,C093,Returning,Delhi,Delhi,O00657,05-06-2025,Direct,1786,4547,4,In Transit
P010,Takeaway Box,1000ML,1500,3.06,18,3.61,4.96,C067,New,Nashik,Maharashtra,O00658,25-06-2025,Direct,1647,2431,3,Delayed
P008,Square Box,750ML,1500,2.17,18,2.56,3.7,C082,New,Mumbai,Maharashtra,O00659,22-04-2025,Distributor,841,800,1,On Time
P003,Food Container,250ML,1500,1.57,18,1.85,2.28,C192,Returning,Mumbai,Maharashtra,O00660,06-02-2025,Direct,1762,1261,5,In Transit
P009,Round Container,750ML,1000,2.21,18,2.61,3.76,C007,Returning,Aurangabad,Maharashtra,O00661,15-02-2025,Direct,1187,1001,5,On Time
P006,Catering Box,750ML,500,2.48,18,2.93,3.89,C052,New,Ahmedabad,Gujarat,O00662,14-01-2025,Distributor,1622,1021,3,In Transit
P002,Hinged Box HL,500ML,1000,1.98,18,2.34,3.2,C078,New,Ahmedabad,Gujarat,O00663,22-12-2025,Distributor,171,1723,6,On Time
P008,Square Box,500ML,500,2.28,18,2.69,3.51,C077,New,Mumbai,Maharashtra,O00664,23-01-2025,Direct,787,4814,6,On Time
P001,Hinged Box,500ML,500,1.8,18,2.12,3.15,C187,New,Aurangabad,Maharashtra,O00665,27-12-2025,Direct,1312,3742,6,On Time
P005,Storage Box,250ML,1500,1.36,18,1.6,2.3,C131,New,Bangalore,Karnataka,O00666,12-05-2025,Direct,1284,2276,3,In Transit
P002,Hinged Box HL,1000ML,500,3.04,18,3.59,4.35,C185,Returning,Aurangabad,Maharashtra,O00667,30-04-2025,Direct,990,3793,3,In Transit
P009,Round Container,500ML,500,2.09,18,2.47,3.07,C137,Returning,Pune,Maharashtra,O00668,28-08-2025,Direct,1039,2296,6,In Transit
P008,Square Box,750ML,2000,2.32,18,2.74,3.83,C056,New,Nashik,Maharashtra,O00669,17-11-2025,Direct,1496,4013,1,Delayed
P007,Sauce Box,750ML,2000,2.56,18,3.02,4.13,C060,New,Bangalore,Karnataka,O00670,06-05-2025,Direct,935,2949,4,On Time
P001,Hinged Box,500ML,500,1.72,18,2.03,3.1,C004,Returning,Ahmedabad,Gujarat,O00671,19-01-2025,Direct,54,1789,4,In Transit
P004,Meal Box,375ML,500,1.45,18,1.71,2.61,C082,Returning,Bangalore,Karnataka,O00672,27-01-2025,Distributor,1813,3213,2,On Time
P007,Sauce Box,250ML,2000,1.35,18,1.59,2.28,C139,Returning,Ahmedabad,Gujarat,O00673,05-07-2025,Direct,132,1334,6,In Transit
P006,Catering Box,375ML,500,1.61,18,1.9,2.8,C050,New,Bangalore,Karnataka,O00674,03-05-2025,Direct,251,592,5,On Time
P008,Square Box,1000ML,500,3,18,3.54,4.38,C005,New,Aurangabad,Maharashtra,O00675,22-03-2025,Distributor,1580,2814,4,On Time
P007,Sauce Box,750ML,2000,2.48,18,2.93,3.84,C070,Returning,Ahmedabad,Gujarat,O00676,20-02-2025,Direct,1300,4558,6,Delayed
P008,Square Box,1000ML,2000,2.37,18,2.8,4.21,C105,New,Mumbai,Maharashtra,O00677,10-01-2025,Distributor,185,1224,5,In Transit
P003,Food Container,750ML,2000,2.71,18,3.2,4.19,C155,Returning,Ahmedabad,Gujarat,O00678,27-04-2025,Direct,1053,4051,6,On Time
P006,Catering Box,1000ML,1500,2.72,18,3.21,4.71,C107,Returning,Bangalore,Karnataka,O00679,03-09-2025,Distributor,310,1294,4,In Transit
P009,Round Container,375ML,1000,1.94,18,2.29,2.93,C127,Returning,Delhi,Delhi,O00680,24-03-2025,Direct,1105,921,3,On Time
P007,Sauce Box,500ML,500,1.95,18,2.3,3.27,C085,Returning,Nagpur,Maharashtra,O00681,02-04-2025,Direct,1620,3751,3,On Time
P003,Food Container,375ML,1000,1.48,18,1.75,2.65,C178,Returning,Mumbai,Maharashtra,O00682,27-06-2025,Direct,339,2817,4,In Transit
P002,Hinged Box HL,1000ML,2000,2.94,18,3.47,4.9,C189,Returning,Hyderabad,Telangana,O00683,02-01-2025,Direct,1673,1227,1,On Time
P005,Storage Box,500ML,1000,2.02,18,2.38,3.04,C194,New,Ahmedabad,Gujarat,O00684,27-07-2025,Distributor,1201,2022,2,Delayed
P002,Hinged Box HL,375ML,1500,1.74,18,2.05,2.71,C097,Returning,Aurangabad,Maharashtra,O00685,16-08-2025,Direct,1325,3030,1,On Time
P005,Storage Box,750ML,1000,2.35,18,2.77,4,C018,Returning,Pune,Maharashtra,O00686,29-01-2025,Distributor,1880,3292,6,On Time
P005,Storage Box,250ML,2000,1.61,18,1.9,2.41,C101,New,Delhi,Delhi,O00687,30-03-2025,Distributor,670,1562,2,On Time
P003,Food Container,375ML,1000,1.76,18,2.08,2.82,C108,Returning,Aurangabad,Maharashtra,O00688,03-10-2025,Distributor,926,2016,5,On Time
P002,Hinged Box HL,500ML,2000,2.07,18,2.44,3.3,C053,New,Hyderabad,Telangana,O00689,22-10-2025,Direct,1248,608,5,Delayed
P001,Hinged Box,375ML,1500,1.74,18,2.05,2.84,C120,Returning,Mumbai,Maharashtra,O00690,25-07-2025,Direct,730,932,2,Delayed
P009,Round Container,1000ML,500,2.91,18,3.43,4.64,C193,Returning,Indore,Madhya Pradesh,O00691,14-01-2025,Direct,1315,2866,2,On Time
P010,Takeaway Box,750ML,2000,2.14,18,2.53,3.72,C096,Returning,Nagpur,Maharashtra,O00692,12-04-2025,Direct,1375,605,4,On Time
P009,Round Container,1000ML,2000,3.1,18,3.66,4.91,C167,New,Nashik,Maharashtra,O00693,19-02-2025,Distributor,1137,2084,6,Delayed
P002,Hinged Box HL,375ML,500,1.82,18,2.15,2.83,C062,New,Ahmedabad,Gujarat,O00694,07-01-2025,Distributor,1081,5000,1,On Time
P010,Takeaway Box,500ML,1000,1.82,18,2.15,3.25,C121,Returning,Pune,Maharashtra,O00695,23-05-2025,Direct,1168,3489,4,On Time
P004,Meal Box,750ML,1000,2.51,18,2.96,3.68,C040,New,Nagpur,Maharashtra,O00696,29-09-2025,Distributor,927,145,6,In Transit
P005,Storage Box,375ML,2000,2,18,2.36,2.97,C003,New,Aurangabad,Maharashtra,O00697,19-07-2025,Direct,659,2089,2,Delayed
P007,Sauce Box,1000ML,1000,2.65,18,3.13,4.28,C199,New,Nagpur,Maharashtra,O00698,27-08-2025,Direct,449,2417,5,Delayed
P006,Catering Box,250ML,1000,1.52,18,1.79,2.42,C102,Returning,Mumbai,Maharashtra,O00699,31-10-2025,Distributor,787,2467,1,Delayed
P009,Round Container,1000ML,1000,2.65,18,3.13,4.74,C102,Returning,Mumbai,Maharashtra,O00700,10-02-2025,Direct,1716,4999,1,Delayed
P008,Square Box,1000ML,1000,2.87,18,3.39,4.27,C074,New,Indore,Madhya Pradesh,O00701,30-12-2025,Direct,1376,1130,1,Delayed
P004,Meal Box,1000ML,1500,2.56,18,3.02,4.38,C157,New,Hyderabad,Telangana,O00702,23-07-2025,Direct,1370,2182,5,Delayed
P008,Square Box,375ML,1000,1.96,18,2.31,2.96,C086,New,Mumbai,Maharashtra,O00703,22-11-2025,Direct,1121,1736,1,Delayed
P004,Meal Box,1000ML,1000,2.82,18,3.33,4.55,C050,New,Nashik,Maharashtra,O00704,09-09-2025,Direct,1702,502,5,On Time
P001,Hinged Box,1000ML,1500,2.61,18,3.08,4.23,C165,New,Ahmedabad,Gujarat,O00705,10-05-2025,Distributor,1648,2282,3,Delayed
P004,Meal Box,250ML,1500,1.26,18,1.49,2.26,C200,Returning,Aurangabad,Maharashtra,O00706,29-11-2025,Direct,442,4618,3,In Transit
P002,Hinged Box HL,500ML,1000,2.23,18,2.63,3.24,C187,New,Indore,Madhya Pradesh,O00707,10-04-2025,Distributor,1156,1971,1,On Time
P009,Round Container,1000ML,500,2.57,18,3.03,4.55,C123,New,Nagpur,Maharashtra,O00708,07-06-2025,Direct,1833,22,1,On Time
P009,Round Container,750ML,1500,2.39,18,2.82,4.14,C154,New,Nagpur,Maharashtra,O00709,24-01-2025,Direct,140,2589,3,In Transit
P005,Storage Box,375ML,500,1.58,18,1.86,2.81,C101,New,Bangalore,Karnataka,O00710,21-10-2025,Direct,1187,4941,6,Delayed
P010,Takeaway Box,250ML,1000,1.58,18,1.86,2.31,C053,New,Aurangabad,Maharashtra,O00711,30-03-2025,Distributor,1937,1729,1,On Time
P008,Square Box,250ML,500,1.7,18,2.01,2.59,C046,New,Pune,Maharashtra,O00712,28-12-2025,Distributor,289,911,3,In Transit
P001,Hinged Box,375ML,500,1.6,18,1.89,2.63,C168,New,Nashik,Maharashtra,O00713,20-06-2025,Direct,82,1207,1,In Transit
P008,Square Box,750ML,1500,2.3,18,2.71,3.72,C181,New,Bangalore,Karnataka,O00714,13-12-2025,Distributor,1417,4633,3,On Time
P003,Food Container,500ML,2000,2.29,18,2.7,3.48,C167,New,Aurangabad,Maharashtra,O00715,22-06-2025,Direct,290,1226,6,On Time
P008,Square Box,1000ML,500,2.82,18,3.33,4.87,C030,New,Delhi,Delhi,O00716,20-11-2025,Distributor,246,4412,5,On Time
P009,Round Container,750ML,2000,2.56,18,3.02,3.85,C159,New,Mumbai,Maharashtra,O00717,24-04-2025,Distributor,1234,55,6,Delayed
P003,Food Container,250ML,1500,1.74,18,2.05,2.59,C168,Returning,Bangalore,Karnataka,O00718,06-02-2025,Distributor,555,3973,5,Delayed
P003,Food Container,500ML,500,2.4,18,2.83,3.52,C021,Returning,Nashik,Maharashtra,O00719,07-11-2025,Direct,369,972,5,Delayed
P004,Meal Box,750ML,1500,2.43,18,2.87,3.91,C007,Returning,Ahmedabad,Gujarat,O00720,01-10-2025,Distributor,1855,1184,6,On Time
